x,y,z,L1,L2
-91.57292940875807,2.761878438751836,91.97627826415362,-94.33480784750991,89.21439982540178
-12.153282406554155,-15.700727368036658,-37.458051764375796,3.547444961482503,-21.757324396339136
5.882974323689652,-13.7751352111662,96.49665986331811,19.658109534855853,110.27179507448432
62.56633923572096,-21.33108235923065,-64.10741262045045,83.89742159495161,-42.7763302612198
15.851082054805588,21.348502920983016,93.84186530496021,-5.497420866177428,72.4933623839772
-16.13315810393847,-15.251203157631178,-99.93237066239853,-0.8819549463072924,-84.68116750476734
-30.000571476452492,24.61143003528783,-84.27373440979832,-54.612001511740324,-108.88516444508616
-99.34234745921746,16.107818555845256,21.600002086915453,-115.45016601506272,5.4921835310701965
-61.80840334734232,-9.820221290114242,39.587131992422314,-51.98818205722808,49.407353282536555
43.035616953634076,-7.540071898914192,91.2018871435773,50.57568885254827,98.74195904249149
48.5738648386436,24.617174925652783,-60.47741024839406,23.956689912990818,-85.09458517404684
66.90655836145285,21.34908986020688,9.383115814748749,45.55746850124597,-11.965974045458132
59.573474510948046,-22.239733980584514,-71.9185934843232,81.81320849153256,-49.67885950373868
-7.7225835995827055,19.65616623034964,68.65801140474025,-27.378749829932346,49.00184517439061
-6.828365961420957,21.23504014209164,-31.00668587591298,-28.063406103512598,-52.24172601800462
13.005531291997613,9.383404631179438,-76.49149970862558,3.622126660818175,-85.87490433980503
-84.62766528922556,12.27054918481587,60.320714299294565,-96.89821447404142,48.050165114478695
77.64066464719849,16.747498972518898,95.83159891895971,60.893165674679594,79.08409994644082
6.77240491783779,20.197898810902963,-85.8604525940484,-13.425493893065173,-106.05835140495137
16.167210087147964,-2.576366024129765,-45.39278515413756,18.74357611127773,-42.8164191300078
-74.16485519049681,21.99976357094694,23.68444898507518,-96.16461876144375,1.6846854141282392
-37.22979434581324,14.43796464367923,54.26621628485856,-51.66775898949247,39.82825164117933
30.978644706061118,-15.188847092413198,39.63268394300087,46.167491798474316,54.82153103541407
63.37722412727186,-20.857471884777777,-46.9077405144106,84.23469601204964,-26.05026862963282
79.4920089499551,9.344278875446555,-31.48910075035201,70.14773007450856,-40.833379625798564
-86.43899547221486,23.34625774783907,0.35108229776226096,-109.78525322005393,-22.995175450076808
40.92895331080095,14.802917246603002,-11.450336440668309,26.126036064197947,-26.25325368727131
69.80183302597561,15.57246082841931,16.755249366048815,54.2293721975563,1.1827885376295058
63.66802765526785,-10.216075181260047,13.113618307362302,73.8841028365279,23.329693488622347
-14.76717039993531,-16.82593780687499,28.792551456761373,2.0587674069396797,45.61848926363636
15.486857874178142,1.4432722485820335,60.46330986591556,14.043585625596108,59.02003761733353
80.71433535385543,2.582035682227424,-20.37962575828533,78.132299671628,-22.961661440512753
12.045035127686404,13.976435802822074,40.7355664015781,-1.93140067513567,26.759130598756023
-30.0215694339428,15.222763036140627,92.69050357880278,-45.24433247008343,77.46774054266214
-84.52143564461663,-19.481532873199576,-97.67525426542036,-65.03990277141705,-78.1937213922208
-86.2945588053199,-7.164959435712834,-4.942905679426673,-79.12959936960706,2.2220537562861615
-54.262028447749124,13.78762926026949,9.060394735681527,-68.04965770801861,-4.7272345245879634
39.67622741042328,8.748843326078031,27.435168906404428,30.92738408434525,18.686325580326397
-58.3546605813668,-23.515730362626876,96.53484537874519,-34.838930218739925,120.05057574137206
-55.506317476147295,-2.8905112530618737,42.43930920175782,-52.61580622308542,45.329820454819696
44.11202097636246,21.439491920048326,78.76950172614593,22.672529056314133,57.33000980609761
