x,y,z,L1,L2
54.791209711192664,-12.224312049589543,-16.941675852303977,67.0155217607822,-4.717363802714434
39.47360581187277,-81.1645304224701,2.3532647400842954,120.63813623434287,83.51779516255439
52.22794039807059,57.21286105539076,-22.96627001496067,-4.984920657320174,-80.17913107035143
-9.922812420886572,-25.840395153483755,6.539131019716816,15.917582732597182,32.379526173200574
28.773024016132922,64.552322654166,-15.711927312331495,-35.77929863803308,-80.2642499664975
-54.552255643044624,10.916957403166961,-22.527065595704485,-65.46921304621159,-33.444022998871446
65.52623439851641,26.33287982441297,-11.534803188304542,39.19335457410344,-37.867683012717514
-29.094806374026334,94.13960487898066,-5.0681984710295325,-123.234411253007,-99.2078033500102
55.67669941475236,-61.072258429606485,-16.13721816303397,116.74895784435884,44.935040266572514
-91.23924684255425,-69.14210158649044,-12.090863446959702,-22.09714525606381,57.05123813953074
48.95243118156344,93.501946486842,-16.612431496478468,-44.54951530527856,-110.11437798332047
-25.90805879302623,-6.088837744838415,-0.13598713842217336,-19.819221048187813,5.952850606416241
-74.01569893290568,-4.859014754813245,-19.147659026122824,-69.15668417809243,-14.288644271309579
33.96279893650208,-12.56961622553385,7.813594309900633,46.53241516203593,20.383210535434483
40.05302040044981,-37.52667172359179,1.4459145938350524,77.5796921240416,38.972586317426845
60.952871499360384,-22.504324193965104,-2.45229541835765,83.45719569332549,20.052028775607454
36.49910079499509,-72.04950327813805,6.439154067723759,108.54860407313313,78.48865734586181
-98.5275460497989,57.38487550042768,2.6600640427379147,-155.91242155022658,-54.72481145768977
41.033075725267025,56.14580620439358,-3.3696992737692746,-15.112730479126554,-59.51550547816285
13.748239190578744,-72.04060037446851,-16.029161331701758,85.78883956504725,56.01143904276675
33.680592358094316,-5.780758771373499,-16.955481466789962,39.461351129467815,-11.174722695416463
52.99977148320511,26.94366400011816,-9.611675296345823,26.056107483086947,-36.555339296463984
11.841432149082706,-39.20998038747756,0.7941562396368731,51.051412536560264,40.004136627114434
-12.656522153527533,-57.08306543609416,9.26130099855428,44.42654328256663,66.34436643464844
70.68061465363323,-53.212102826931854,5.802768577438268,123.89271748056508,59.014871404370126
-43.72322159560069,-41.28124844666328,-3.60246514522375,-2.4419731489374144,37.67878330143952
11.406430468255664,56.779641821282695,-17.77614167041748,-45.37321135302703,-74.55578349170017
-18.722627711985893,62.80407693320694,2.5901381798129677,-81.52670464519284,-60.213938753393975
-95.4575853732279,-81.99042784487165,-18.384339056226352,-13.467157528356253,63.606088788645295
-7.624553949722525,-67.74564419327965,7.624375002840029,60.12109024355712,75.37001919611967
-69.53757945736632,39.264075015547206,5.116705272450886,-108.80165447291353,-34.14736974309632
-23.795754780703504,-39.697582170424695,-24.133377048705864,15.901827389721191,15.564205121718832
-27.637477889321914,-82.4700161367798,-16.474121895788194,54.83253824745789,65.99589424099162
92.3795329099029,81.71613814152141,-18.742874755420956,10.663394768381494,-100.45901289694237
-46.826007708096085,93.83527546954477,-2.5098715032661794,-140.66128317764085,-96.34514697281095
43.37803783179913,-10.12769957124226,-2.3101547318580415,53.505737403041394,7.817544839384219
-80.72180756930014,80.52047930876833,-14.867084946533513,-161.24228687806846,-95.38756425530184
-59.527327040953935,-38.8086751698695,-1.945008963502751,-20.718651871084433,36.86366620636675
-64.64544341215367,71.32285681847509,-20.051878387154083,-135.96830023062876,-91.37473520562918
43.892591190187346,-13.581392044979253,-15.92216340220106,57.4739832351666,-2.340771357221806
16.819593782547116,29.969320310964008,-13.793775688705948,-13.149726528416892,-43.76309599966996
-16.838519565878073,-91.6771652276215,-18.830759288964522,74.83864566174343,72.84640593865697
-34.02775753344294,-71.09516222679062,-0.7627365554551204,37.06740469334768,70.3324256713355
17.528914435542404,-65.88140629262278,6.969197070305643,83.41032072816519,72.85060336292842
16.21222794007899,-30.62603909303259,0.4203949891855139,46.83826703311158,31.046434082218102
-95.4392257940605,91.71184264828906,-23.792916353880717,-187.15106844234958,-115.50475900216978
56.547045450057254,-83.45400001551229,-14.810817738645069,140.00104546556955,68.64318227686722
-1.8586011290958169,87.56529099499656,-23.54348158839263,-89.42389212409238,-111.1087725833892
-5.302119788609232,-46.60486738162128,0.9199839375072116,41.30274759301205,47.524851319128494
4.134480494307553,-12.217707938990657,-19.166530189769958,16.35218843329821,-6.948822250779301
65.25838483887156,79.23215436795334,-12.970055334186085,-13.973769529081778,-92.20220970213943
10.807228707809884,-78.28485177291128,-13.775621580489132,89.09208048072117,64.50923019242215
-43.753243232198336,31.88452693838036,7.512850301168999,-75.6377701705787,-24.371676637211362
53.72949838353139,-78.45181080882068,9.274173908086272,132.18130919235207,87.72598471690695
-53.95720182102384,-92.51748876476404,-3.972424392471403,38.5602869437402,88.54506437229264
-25.81554322751225,65.95794862648262,-18.99280500321846,-91.77349185399487,-84.95075362970108
-36.57222143545693,90.57987901394898,10.083920797200232,-127.1521004494059,-80.49595821674875
3.0114258463429024,-48.80698188647945,10.01082976482196,51.81840773282235,58.81781165130141
